Source,Authors,Title,Year,Source.title,Volume,Issue,Page.start,Page.end,DOI,Link,reviewer1,reviewer2,Include?,Reason,broiler?,Marine,Aquatic,Fish,Chicken,Tadpoles,Hen,Penguin
Scholar,, Body temperature as an indicator of egg-laying in the echidna Tachyglossus aculeatus,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0306456506000556,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Aerobic dive limit: how often does it occur in nature?,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S1095643301003464,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Anthropogenic refugia ameliorate the severe climate-related decline of a montane mammal along its trailing edge,NA,,,,,,,http://rspb.royalsocietypublishing.org/content/early/2012/08/13/rspb.2012.1301.short,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Ecology of natural hibernation in the marsupial mountain pygmy-possum (Burramys parvus),NA,,,,,,,http://www.springerlink.com/index/W719W7H1D3J4LG6W.pdf,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Temperature-dependent toxicity in mammals with implications for herbivores: a review,NA,,,,,,,http://link.springer.com/article/10.1007/s00360-012-0670-y,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Tympanic temperature is a core temperature in humans,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/0306456589900296,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, A new device to remotely measure heat flux and skin temperature from free-swimming dolphins,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0022098107001153,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, How hot is a hibernaculum? A review of the temperatures at which bats hibernate,NA,,,,,,,http://www.nrcresearchpress.com/doi/abs/10.1139/z96-087,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Communally breeding bats use physiological and behavioural adjustments to optimise daily energy expenditure,NA,,,,,,,http://link.springer.com/article/10.1007/s00114-010-0647-1,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The surface activity of pulmonary surfactant from diving mammals,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S156990480500090X,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Metabolic fuels and reproduction in female mammals,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0149763405801836,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, From dwarf hamster to daddy: the intersection of ecology evolution and physiology that produces paternal behavior,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0065345403010052,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Microclimate temperature and its adaptive significance in six geographic races of Peromyscus,NA,,,,,,,http://www.nrcresearchpress.com/doi/abs/10.1139/z65-033,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Effect of oceanographic features on fine-scale foraging movements of bottlenose dolphins,NA,,,,,,,http://www.jstor.org/stable/24874333,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Trade-offs between extraterritorial prospecting and helping in a cooperative mammal,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0003347205002307,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Torpor and hibernation in mammals: metabolic physiological and biochemical adaptations,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1002/cphy.cp040122/full,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Effect of delivery room routines on success of first breast-feed,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/0140673690925797,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, A comparative analysis of the diving behaviour of birds and mammals,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2435.2006.01170.x/full,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Body temperature profiles of the Korean field mouse Apodemus peninsulae during winter aggregation,NA,,,,,,,http://www.bioone.org/doi/abs/10.3106/1348-6160(2005)30%5B33:BTPOTK%5D2.0.CO%3B2,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, A review of temperature and oxygen tolerance studies of tunas pertinent to fisheries oceanography movement models and stock assessments,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2419.1994.tb00098.x/full,C,D,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
Scholar,, Extrapolating from individual movement behaviour to population spacing patterns in a ranging mammal,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0304380099000150,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Underlying Maternal Behavior,NA,,,,,,,https://books.google.com/books?hl=en&lr=&id=d4XlBwAAQBAJ&oi=fnd&pg=PA252&dq=(Mammal*+OR+Bird*+OR+Reptile*+OR+Amphibian*)+AND+(Behaviour*+OR+%E2%80%9CHabitat+use%E2%80%9D+OR+%E2%80%9CMicroclimate+use%E2%80%9D+OR+Movement+OR+Activity)+AND+(Temperature+OR+%E2%80%9CHot+weather%E2%80%9D+OR+%E2%80%9CThermal+conditions%E2%80%9D)+AND+(Change+OR+Effect+OR+Response+OR+Shift+OR+Impact+OR+&ots=2QKUQOqIjc&sig=VcvODU3ZSTJFG5RvO2sZyPZ1RaQ,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Winter range arrival and departure of white-tailed deer in northeastern Minnesota,NA,,,,,,,http://www.nrcresearchpress.com/doi/abs/10.1139/z95-127,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Lipid compositional correlates of temperature-adaptive interspecific differences in membrane physical structure,NA,,,,,,,http://jeb.biologists.org/content/203/14/2105.short,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Sustained swimming performance in crocodiles (Crocodylus porosus): effects of body size and temperature,NA,,,,,,,http://www.bioone.org/doi/abs/10.1670/0022-1511(2003)037%5B0363:SSPICC%5D2.0.CO%3B2,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Circadian control of body temperature,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/0306456583900943,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Heterothermy and the water economy of free-living Arabian oryx (Oryx leucoryx),NA,,,,,,,http://jeb.biologists.org/content/206/9/1471.short,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Terrestrial mammals in cold,NA,,,,,,,http://link.springer.com/chapter/10.1007/978-3-642-74078-7_9,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Underwater sound: its relevance to behavioral functions among fishes and marine mammals,NA,,,,,,,http://www.tandfonline.com/doi/abs/10.1080/10236249709378998,A,D,No,Irrelevant (not temperature),FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,
Scholar,, Censusing Tawny Owls Strix aluco by the use of imitation calls,NA,,,,,,,http://www.tandfonline.com/doi/abs/10.1080/00063659409477219,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Neural control of maternal behaviour and olfactory recognition of offspring,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0361923097002189,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Reproductive status and torpor of the marsupial Sminthopsis crassicaudata: effect of photoperiod,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S030645659600023X,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Of mast and mean: differentialâ€temperature cue makes mast seeding insensitive to climate change,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/ele.12020/full,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Monitoring Activity of Small Mammals by Temperatureâ€Telemetry,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.2307/1934794/full,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Resting and nesting in a small mammal: sleeping sites as a limiting resource for female grey mouse lemurs,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0003347210000618,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Impact of microclimate on immature tick-rodent host interactions (Acari: Ixodidae): implications for parasite transmission,NA,,,,,,,https://academic.oup.com/jme/article-abstract/36/6/741/903589,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Polar bear thermoregulation: effect of oil on the insulative properties of fur,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/0306456582900250,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The impact of tick parasites on the behaviour of the lizard Tiliqua rugosa,NA,,,,,,,http://www.springerlink.com/index/D9YRXVCLAV0DDBX6.pdf,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Melatonin-induced temperature suppression and its acute phase-shifting effects correlate in a dose-dependent manner in humans,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/000689939596872I,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The influence of food habits on the energetics of eutherian mammals,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.2307/2937268/full,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Activity patterns of the mink Mustela vison Schreber in southern Sweden,NA,,,,,,,http://www.jstor.org/stable/3543208,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Use of temperature telemetry to monitor ingestion by a harbour seal mother and her pup throughout lactation,NA,,,,,,,http://www.springerlink.com/index/V1572822565655XR.pdf,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Thermal control of mother-young contact in rats,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/0031938478900215,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Evolution of Chinese Neogene Rhinocerotidae and its response to climatic variations,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1755-6724.2002.tb00080.x/full,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Integrating the physiology mechanics and behavior of rapid running ghost crabs: slow and steady doesn't always win the race,NA,,,,,,,https://academic.oup.com/icb/article-abstract/32/3/382/1992270,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Thermoregulatory behavior of tree-roosting chocolate wattled bats (Chalinolobus morio) during summer and winter,NA,,,,,,,https://academic.oup.com/jmammal/article-abstract/87/2/318/871077,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Comparative locomotor performance of marsupial and placental mammals,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1469-7998.1988.tb02856.x/full,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Non-nutritional maternal support in the brown long-eared bat,NA,,,,,,,https://www.sciencedirect.com/science/article/pii/S000334729790498X,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The Asian Colobinae (Mammalia: Cercopithecidae) as indicators of quaternary climatic change,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1095-8312.1996.tb01469.x/full,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The response of the savannah baboon (Papio cynocephalus) to thermal stress,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/0024320567901713,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Body temperature variation of free-ranging and captive southern brown bandicoots Isoodon obesulus (Marsupialia: Peramelidae),NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0306456506001185,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Telemetric field studies of body temperature and activity rhythms of Acomys russatus and A. cahirinus in the Judean Desert of Israel,NA,,,,,,,http://www.springerlink.com/index/T3F9P5VQ9LVQX0FT.pdf,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Use of behavior analysis to recognize pain in small mammals,NA,,,,,,,http://search.proquest.com/openview/6d010a2b9583b7a3b8b7aabdd85484ef/1?pq-origsite=gscholar&cbl=2041949,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Incremental changes in deer mouse (Peromyscus maniculatus) core temperatures during behavioral challenges,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/0300962978903043,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Beyond the Suprachiasmatic Nucleus: MINI-REVIEW,NA,,,,,,,http://www.tandfonline.com/doi/abs/10.1081/CBI-120017811,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Prey-dependent foraging tactics and prey profitability in a marine mammal,NA,,,,,,,http://www.jstor.org/stable/24866378,D,A,No,Irrelevant (incorrect species),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
Scholar,, .3-Vocalization as a specific trigger of emotional responses,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S1569733910700266,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Hypoxic hypometabolism in mammals,NA,,,,,,,http://physiologyonline.physiology.org/content/8/2/79.short,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Day length latitude and behavioural (in) flexibility in baboons (Papio cynocephalus ursinus),NA,,,,,,,http://link.springer.com/article/10.1007/s00265-003-0590-7,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Ecology of bat reproduction,NA,,,,,,,http://link.springer.com/chapter/10.1007/978-1-4613-3421-7_2,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Activity movement and distribution of Roosevelt elk during rut,NA,,,,,,,http://www.jstor.org/stable/1380404,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Antiâ€predator behavior of Vancouver Island marmots: Using congeners to evaluate abilities of a critically endangered mammal,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1046/j.1439-0310.2001.00631.x/full,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Aggregative response in bats: prey abundance versus habitat,NA,,,,,,,http://link.springer.com/article/10.1007/s00442-011-2247-y,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Long-term population trends in white-footed mice and the impact of supplemental food and shelter,NA,,,,,,,https://academic.oup.com/icb/article-abstract/27/3/879/210693,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Movement behaviour within and beyond perceptual ranges in three small mammals: effects of matrix type and body mass,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2656.2010.01736.x/full,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, From individual behaviour to population pattern: weather-dependent foraging and breeding performance in black kites,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0003347203923037,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Activity patterns and the biological clock in mammals,NA,,,,,,,http://www.springerlink.com/index/U554071382R928N2.pdf,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Roost switching foraging behavior and diet of the vespertilionid bat Otonycteris hemprichii,NA,,,,,,,http://www.tandfonline.com/doi/pdf/10.1080/00212210.1999.10689015,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Selenoprotein synthesis: an expansion of the genetic code,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/0968000491901804,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Stomach temperature records reveal nursing behaviour and transition to solid food consumption in an unweaned mammal the harbour seal pup (PhocaÂ â€¦,NA,,,,,,,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0090329,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Chemical coding of behavior in the brain,NA,,,,,,,http://www.jstor.org/stable/1715070,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The influence of behaviour and season on habitat selection by a small mammal,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.0906-7590.2003.03584.x/full,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Temperatureâ€sensing telemetryâ€“possibilities for assessing the feeding ecology of marine mammals and their potential impacts on returning salmonid populations,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2400.2008.00624.x/full,D,C,No,Irrelevant (incorrect species),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
Scholar,, Patterns of daily activity in mammals,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2907.1972.tb00088.x/full,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, 19 Effect of macroparasites on the energy budget of small mammals,NA,,,,,,,http://www.springerlink.com/index/U7168N07R8430565.pdf,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Ecological consequences of foraging mode,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.2307/1936998/full,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Continuous deep diving in female northern elephant seals Mirounga angustirostris,NA,,,,,,,http://www.nrcresearchpress.com/doi/abs/10.1139/z88-064,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Evolution in coyotes (Canis latrans) in response to the megafaunal extinctions,NA,,,,,,,http://www.pnas.org/content/109/11/4191.short,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The tail of the rat in temperature regulation and acclimatization,NA,,,,,,,http://www.nrcresearchpress.com/doi/abs/10.1139/y65-025,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Stomach temperature telemetry reveals that harbor seal (Phoca vitulina) pups primarily nurse in the water,NA,,,,,,,http://search.proquest.com/openview/c4905e20e6a0a06c2326becea56c4f12/1?pq-origsite=gscholar&cbl=38594,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Keeping up with a warming world; assessing the rate of adaptation to climate change,NA,,,,,,,http://rspb.royalsocietypublishing.org/content/275/1635/649.short,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Diving costs as a component of daily energy budgets of aquatic birds and mammals: generalizing the inclusion of dive-recovery costs demonstrated in tufted ducks,NA,,,,,,,http://www.nrcresearchpress.com/doi/abs/10.1139/z96-242,D,C,No ,Irrelevant (not animals),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
Scholar,, Salinity and temperature structure of a freezing Arctic fjordâ€”monitored by white whales (Delphinapterus leucas),NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1029/2002GL015462/full,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Characteristics of the visually guided escape response of the Mexican free-tailed bat Tadarida brasiliensis mexicana,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0003347205808760,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Fever in the lizard Dipsosaurus dorsalis,NA,,,,,,,http://link.springer.com/article/10.1038/252473a0,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The effect of temperature and photoperiod on the yearly hibernating behavior of captive golden-mantled ground squirrels (Citellus lateralis tescorum),NA,,,,,,,http://www.nrcresearchpress.com/doi/abs/10.1139/z63-087,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Reduction of metabolism during hibernation and daily torpor in mammals and birds: temperature effect or physiological inhibition?,NA,,,,,,,http://www.springerlink.com/index/M8218M7106171276.pdf,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The circadian rhythm of body temperature,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/0031938492901888,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Impact of a century of climate change on small-mammal communities in Yosemite National Park USA,NA,,,,,,,http://science.sciencemag.org/content/322/5899/261.short,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The effects of temperature change and domestication on the body size of Late Pleistocene to Holocene mammals of Israel,NA,,,,,,,https://www.cambridge.org/core/journals/paleobiology/article/the-effects-of-temperature-change-and-domestication-on-the-body-size-of-late-pleistocene-to-holocene-mammals-of-israel/BEC26CFBF17356B7D4D0FA7639F76730,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Identifying and quantifying prey consumption using stomach temperature change in pinnipeds,NA,,,,,,,http://jeb.biologists.org/content/209/22/4524.short,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Genetic differences influencing behavioral temperature regulation in small mammals. I. Nesting byMus musculus,NA,,,,,,,http://www.springerlink.com/index/G677QW7741R57540.pdf,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Effect of a cold ambient temperature on the rat's food hoarding behavior,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/0031938484901276,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Adaptive heterothermy and selective brain cooling in arid-zone mammals,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S109649590200012X,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Elephant seal dive behaviour is influenced by ocean temperature: implications for climate change impacts on an ocean predator,NA,,,,,,,http://www.jstor.org/stable/24875624,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Temperature regulation in humans and other mammals,NA,,,,,,,https://books.google.com/books?hl=en&lr=&id=znrnCAAAQBAJ&oi=fnd&pg=PA1&dq=(Mammal*+OR+Bird*+OR+Reptile*+OR+Amphibian*)+AND+(Behaviour*+OR+%E2%80%9CHabitat+use%E2%80%9D+OR+%E2%80%9CMicroclimate+use%E2%80%9D+OR+Movement+OR+Activity)+AND+(Temperature+OR+%E2%80%9CHot+weather%E2%80%9D+OR+%E2%80%9CThermal+conditions%E2%80%9D)+AND+(Change+OR+Effect+OR+Response+OR+Shift+OR+Impact+OR+&ots=jGTTWjoiYl&sig=5oEVhTBEMZUciZHP3CZY_r3o8gg,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Thermal constraints on activity scheduling and habitat choice in baboons,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1002/ajpa.20264/full,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Behavioural response of bats to perceived predation risk while foraging,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1439-0310.2006.01249.x/full,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Daily and seasonal limits of time and temperature to activity of degus,NA,,,,,,,http://www.academia.edu/download/46040875/Limitaciones_diarias_y_estacionales_de_t20160529-6107-4ipl9e.pdf,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Sex differences and effects of social cues on daily rhythms following phase advances in Octodon degus,NA,,,,,,,http://www.sciencedirect.com/science/article/pii/003193849500051J,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The adreno-pituitary system and population cycles in mammals,NA,,,,,,,http://www.jstor.org/stable/1375290,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, The significance of lactation in the evolution of mammals,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1558-5646.1977.tb00995.x/full,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Thermoregulation in the Angolan free-tailed bat Mops condylurus: a small mammal that uses hot roosts,NA,,,,,,,http://www.journals.uchicago.edu/doi/abs/10.1086/316677,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Paternal care reduces maternal hyperthermia in Djungarian hamsters (Phodopus campbelli),NA,,,,,,,http://www.sciencedirect.com/science/article/pii/S0031938497003855,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Social huddling and physiological thermoregulation are related to melanism in the nocturnal barn owl,NA,,,,,,,http://link.springer.com/article/10.1007/s00442-015-3491-3,A,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Questing behavior of Ixodes pacificus (Acari: Ixodidae) in relation to meteorological and seasonal factors,NA,,,,,,,https://academic.oup.com/jme/article-abstract/25/5/391/2220616,D,A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Colour change of Mountain hares (Lepus timidus scoticus) in northâ€east Scotland,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/j.1469-7998.1970.tb01270.x/full,C,D,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scholar,, Heterothermy in large mammals: inevitable or implemented?,NA,,,,,,,http://onlinelibrary.wiley.com/doi/10.1111/brv.12166/full,D,C,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
